source,target
lund2021,fahlander2016
fahlander2018,fahlander2016
fahlander2016,fahlander2016
lund2021,fahlander2018
lund2021,fallgren2008
hillerdal2010,fallgren2008
lund2021,feveile2011
dobat2013,feveile2011
christiansen2019,feveile2011
lund2021,feveile2009
ashby2015,feveile2009
croix2015,feveile2009
lund2021,feveile2017
lund2021,fischer2011
lund2021,fontaine2017
raffield2019,fontaine2017
lund2021,forster2009
baug2017,forster2009
sindbaek2016,forster2009
lund2021,fredriksen2014
fredriksen2014,fredriksen2014
lund2021,frei2012
frei2012,frei2012
henriksen2017,frei2012
price2018,frei2012
price2014,frei2012
price2012,frei2012
lund2021,frieman2019
lund2021,frog2014
croix2015,frog2014
lund2021,furholt2018
lund2021,furholt2019
lund2021,gardela2008
gardela2018,gardela2008
milek2012,gardela2008
lund2021,gardela2013
androshchuk2018,gardela2013
edberg2019,gardela2013
gardela2018,gardela2013
gardela2015,gardela2013
harris2017,gardela2013
kastholm2016,gardela2013
price2014,gardela2013
price2019,gardela2013
raffield2016,gardela2013
raffield2019,gardela2013
toplak2018,gardela2013
toplak2015,gardela2013
williams2016,gardela2013
moen2020,gardela2013
lund2021,gardela2012
eriksen2013,gardela2012
gardela2018,gardela2012
jackson2018,gardela2012
price2014,gardela2012
raffield2018,gardela2012
raffield2019,gardela2012
ulriksen2018,gardela2012
sanmark2013,gardela2012
toplak2018,gardela2012
lund2021,gardela2015
croix2015,gardela2015
fahlander2018,gardela2015
gardela2018,gardela2015
kastholm2016,gardela2015
toplak2018,gardela2015
toplak2015,gardela2015
lund2021,gardela2018
gardela2018,gardela2018
raffield2019,gardela2018
lund2021,gerds2015
croix2019,gerds2015
lund2021,gjerpe2008
lund2021,gjerpe2017
moen2020,gjerpe2017
lund2021,glorstad2012
aannestad2018,glorstad2012
gustin2017,glorstad2012
raffield2016,glorstad2012
pedersen2017,glorstad2012
peschel2017,glorstad2012
stene2017,glorstad2012
lund2021,glorstad2014
lund2021,glorstad2015
aannestad2018,glorstad2015
ellingsen2019,glorstad2015
lund2021,goodchild2017
stott2019,goodchild2017
lund2021,gossler2018
lund2021,grahamcampbell2013
gardela2018,grahamcampbell2013
lund2021,grahamcampbell2011
griffiths2019,grahamcampbell2011
ijssennagger2015,grahamcampbell2011
kershaw2017,grahamcampbell2011
raffield2014,grahamcampbell2011
rogers2020,grahamcampbell2011
svendsen2016,grahamcampbell2011
skre2017,grahamcampbell2011
lund2021,graslund2007
fredriksen2014,graslund2007
gardela2018,graslund2007
gustin2017,graslund2007
zachrisson2017,graslund2007
lund2021,graslund2018
skre2019,graslund2018
lund2021,griffiths2019
griffiths2019,griffiths2019
lund2021,griffiths2003
griffiths2019,griffiths2003
mainland2018,griffiths2003
williams2015,griffiths2003
lund2021,gruszczynski2018
lund2021,gullbekk2011
aannestad2018,gullbekk2011
lund2021,gustafsson2011
christiansen2019,gustafsson2011
gustafsson2016,gustafsson2011
lund2021,gustafsson2016
lund2021,hadley2016
hadley2018,hadley2016
hadley2016,hadley2016
jarman2018,hadley2016
raffield2019,hadley2016
richards2018,hadley2016
rogers2020,hadley2016
lund2021,hadley2018
richards2018,hadley2018
raffield2019,hadley2018
lund2021,hadley2013
mcleod2011,hadley2013
perry2016,hadley2013
raffield2016,hadley2013
lund2021,halewood2001
lund2021,hall2014
buckberry2014,hall2014
raffield2019,hall2014
lund2021,hallansstenholm2012
fahlander2018,hallansstenholm2012
fahlander2016,hallansstenholm2012
lund2016,hallansstenholm2012
zachrisson2017,hallansstenholm2012
beck2017,hallansstenholm2012
lund2021,halstadmcguire2010
leonard2011,halstadmcguire2010
price2020,halstadmcguire2010
lund2021,hansen2017
lund2021,hansson2018
lund2021,hardh2010
christiansen2019,hardh2010
lund2021,hardh2016
hrnjic2018,hardh2016
lund2021,harris2017
odeback2018,harris2017
lund2021,harrison2015
anchukaitis2017,harrison2015
odeback2018,harrison2015
lund2021,harrison2014
aannestad2018,harrison2014
catlin2016,harrison2014
gardela2018,harrison2014
griffiths2019,harrison2014
hartman2017,harrison2014
harris2017,harrison2014
kelly2015,harrison2014
price2019,harrison2014
williams2016,harrison2014
frei2015,harrison2014
lund2021,hedjakobsson2003
barndon2018,hedjakobsson2003
lund2006,hedjakobsson2003
lund2021,hedeager2003
domeijlundborg2012,hedeager2003
lund2008,hedeager2003
lund2020,hedeager2003
lund2010,hedeager2003
lund2017,hedeager2003
lund2021,hedeager2004
barndon2018,hedeager2004
eriksen2013,hedeager2004
fabech2013,hedeager2004
hedeager2010,hedeager2004
kalmring2018,hedeager2004
lund2015,hedeager2004
lund2017,hedeager2004
lund2021,hedeager2010
fahlander2018,hedeager2010
lund2021,hedeager2011
aannestad2018,hedeager2011
carver2015,hedeager2011
eriksen2013,hedeager2011
fahlander2018,hedeager2011
fahlander2016,hedeager2011
fredriksen2014,hedeager2011
mannering2013,hedeager2011
lund2015,hedeager2011
lund2013,hedeager2011
lund2017,hedeager2011
lund2016,hedeager2011
price2014,hedeager2011
osullivan2015,hedeager2011
raffield2016,hedeager2011
price2018,hedeager2011
raffield2019,hedeager2011
williams2016,hedeager2011
moen2020,hedeager2011
lund2021,hedenstiernajonson2006
ambrosiani2015,hedenstiernajonson2006
bill2016,hedenstiernajonson2006
domeijlundborg2012,hedenstiernajonson2006
gardela2018,hedenstiernajonson2006
gustin2017,hedenstiernajonson2006
linderholm2008,hedenstiernajonson2006
kalmring2018,hedenstiernajonson2006
pedersen2015,hedenstiernajonson2006
odeback2018,hedenstiernajonson2006
price2011,hedenstiernajonson2006
price2019,hedenstiernajonson2006
raninen2014,hedenstiernajonson2006
raffield2019,hedenstiernajonson2006
lund2021,hedenstiernajonson2012
kalmring2017,hedenstiernajonson2012
kalmring2012,hedenstiernajonson2012
lund2021,hedenstiernajonson2015
raffield2019,hedenstiernajonson2015
williams2016,hedenstiernajonson2015
lund2021,hedenstiernajonson2017
androshchuk2018,hedenstiernajonson2017
croix2019,hedenstiernajonson2017
edberg2019,hedenstiernajonson2017
gardela2018,hedenstiernajonson2017
krzewinska2018,hedenstiernajonson2017
lund2019,hedenstiernajonson2017
mainland2018,hedenstiernajonson2017
odeback2018,hedenstiernajonson2017
price2019,hedenstiernajonson2017
raffield2019,hedenstiernajonson2017
moen2020,hedenstiernajonson2017
lund2021,heenpettersen2014
baug2019,heenpettersen2014
lund2021,heenpettersen2019
lund2021,heenpettersen2018
lund2021,helama2017
lund2021,helmbrecht2011
domeijlundborg2012,helmbrecht2011
croix2019,helmbrecht2011
gardela2018,helmbrecht2011
helmbrecht2012,helmbrecht2011
mannering2013,helmbrecht2011
oehrl2017,helmbrecht2011
sindbaek2014,helmbrecht2011
lund2021,hennius2018
baug2019,hennius2018
loftsgarden2019,hennius2018
pilo2020,hennius2018
lund2021,henriksen2017
lund2021,hilberg2013
hilberg2018,hilberg2013
lund2021,hilberg2018
lund2021,hilberg2014
ashby2015,hilberg2014
hilberg2018,hilberg2014
sindbaek2017,hilberg2014
star2017,hilberg2014
lund2021,hillerdal2009
amundsen2017,hillerdal2009
gardela2015,hillerdal2009
gustin2017,hillerdal2009
hillerdal2010,hillerdal2009
moen2020,hillerdal2009
lund2021,hillerdal2010
devos2013,hillerdal2010
lund2021,n2017
croix2019,n2017
lund2021,hodges2012
ashby2015,hodges2012
carver2015,hodges2012
croix2019,hodges2012
gullbekk2014,hodges2012
hilberg2018,hodges2012
price2018,hodges2012
sindbaek2017,hodges2012
frei2015,hodges2012
lund2021,holmquist2013
lund2021,holst2010
beck2017,holst2010
buckberry2014,holst2010
jessen2014,holst2010
holst2014,holst2010
holst2013,holst2010
zachrisson2017,holst2010
lund2021,holst2014
buckberry2014,holst2014
lund2021,holst2013
beck2018,holst2013
jessen2014,holst2013
jessen2016,holst2013
lund2017,holst2013
lund2016,holst2013
lund2021,hrnjic2018
lund2021,ibsen2010
croix2015,ibsen2010
jagodzinski2014,ibsen2010
lund2021,ijssennagger2013
baug2019,ijssennagger2013
croix2019,ijssennagger2013
ijssennagger2015,ijssennagger2013
lund2021,ijssennagger2015
lund2021,imer2014
lund2020,imer2014
lund2021,ingvardson2012
price2012,ingvardson2012
lund2021,iversen2013
fredriksen2014,iversen2013
lund2021,iversen2015
lund2021,jackson2019
lund2021,jagodzinski2014
lund2021,jahnsen2016
lund2021,jankowiak2018
lund2021,janowski2015
lund2021,jennbert2015
williams2016,jennbert2015
lund2021,jensen2010
ellingsen2019,jensen2010
gardela2018,jensen2010
raffield2019,jensen2010
tveiten2017,jensen2010
lund2021,jesch2015
edberg2019,jesch2015
croix2015,jesch2015
jackson2018,jesch2015
price2019,jesch2015
price2018,jesch2015
raffield2018,jesch2015
raffield2019,jesch2015
sindbaek2017,jesch2015
williams2016,jesch2015
lund2021,jessen2016
beck2018,jessen2016
lund2021,jessen2014
bonde2016,jessen2014
skre2019,jessen2014
williams2016,jessen2014
lund2021,jones1997
amundsen2017,jones1997
anchukaitis2017,jones1997
bergstol2004,jones1997
croix2019,jones1997
buckberry2014,jones1997
glorstad2014,jones1997
gustin2017,jones1997
helama2017,jones1997
jahnsen2016,jones1997
kemmers2011,jones1997
lund2019,jones1997
lund2010,jones1997
nielsen2011,jones1997
roslund2005,jones1997
lund2021,jorgensen2009
andren2013,jorgensen2009
baastrup2014,jorgensen2009
ellingsen2019,jorgensen2009
henriksen2014,jorgensen2009
henriksen2017,jorgensen2009
holst2014,jorgensen2009
hillerdal2010,jorgensen2009
holst2013,jorgensen2009
kalmring2017,jorgensen2009
runge2018,jorgensen2009
skre2019,jorgensen2009
zachrisson2014a,jorgensen2009
lund2021,jorgensen2010
borake2018,jorgensen2010
carver2015,jorgensen2010
loftsgarden2019,jorgensen2010
kalmring2017,jorgensen2010
tonning2020,jorgensen2010
skre2019,jorgensen2010
lund2021,kalmring2010
ashby2015,kalmring2010
lund2021,kalmring2012
jessen2016,kalmring2012
price2018,kalmring2012
lund2021,kalmring2018
lund2021,kalmring2013
hilberg2014,kalmring2013
price2018,kalmring2013
lund2021,kalmring2017
price2018,kalmring2017
lund2021,kastholmhansen2015
lund2021,keller2016
lund2021,kelly2015
hadley2018,kelly2015
hadley2016,kelly2015
raffield2019,kelly2015
lund2021,kershaw2013
croix2019,kershaw2013
christiansen2019,kershaw2013
croix2015,kershaw2013
gardela2018,kershaw2013
hadley2018,kershaw2013
hadley2016,kershaw2013
ijssennagger2015,kershaw2013
kershaw2016,kershaw2013
kershaw2017,kershaw2013
osullivan2015,kershaw2013
pedersen2017,kershaw2013
richards2018,kershaw2013
raffield2018,kershaw2013
rogers2020,kershaw2013
sindbaek2016,kershaw2013
sindbaek2017,kershaw2013
vesteinsson2016,kershaw2013
moen2020,kershaw2013
lund2021,kershaw2016
jarman2018,kershaw2016
richards2018,kershaw2016
lund2021,kershaw2019
lund2021,kirpichnikov2018
lund2021,kleingartner2013
croix2015,kleingartner2013
lund2021,knudson2012
knudson2012,knudson2012
montgomery2014,knudson2012
peschel2017,knudson2012
lund2021,kovalenko2013
lund2021,kristjansdottir2015
zoega2017,kristjansdottir2015
lund2021,krzewinska2015
kershaw2016,krzewinska2015
krzewinska2018,krzewinska2015
lund2021,krzewinska2018
price2019,krzewinska2018
lund2021,larsson2007
bonde2016,larsson2007
gustin2017,larsson2007
hennius2018,larsson2007
hedeager2010,larsson2007
hillerdal2010,larsson2007
kalmring2018,larsson2007
price2018,larsson2007
poulsen2011,larsson2007
price2014a,larsson2007
price2020,larsson2007
zachrisson2014a,larsson2007
lund2021,lemm2014
lund2021,leonard2011
lund2021,leslie2015
kershaw2016,leslie2015
jarman2018,leslie2015
richards2018,leslie2015
lund2021,lia2002
bill2012,lia2002
lund2005,lia2002
lund2013,lia2002
lund2021,lindholm2016
baug2019,lindholm2016
gustavsson2015,lindholm2016
hennius2018,lindholm2016
lund2021,ljungkvist2006
androshchuk2010,ljungkvist2006
holst2013,ljungkvist2006
lindholm2016,ljungkvist2006
odeback2018,ljungkvist2006
price2019,ljungkvist2006
price2018,ljungkvist2006
lund2021,ljungkvist2018
lund2021,ljungkvist2015
ellingsen2019,ljungkvist2015
kalmring2017,ljungkvist2015
ljungkvist2018,ljungkvist2015
tonning2020,ljungkvist2015
skre2019,ljungkvist2015
lund2021,ljungkvist2011
jessen2014,ljungkvist2011
kalmring2012,ljungkvist2011
ljungkvist2015,ljungkvist2011
ljungkvist2018,ljungkvist2011
skre2019,ljungkvist2011
lund2021,loe2014
chenery2014,loe2014
odeback2018,loe2014
raffield2016,loe2014
raffield2019,loe2014
toplak2015,loe2014
lund2021,loftsgarden2019
lund2021,lucas2007
lucas2007,lucas2007
mainland2018,lucas2007
price2010,lucas2007
lund2021,lund2005
backdanielsson2016,lund2005
eriksen2013,lund2005
lund2008,lund2005
lund2020,lund2005
lund2015,lund2005
lund2013,lund2005
lund2006,lund2005
lund2010,lund2005
lund2016,lund2005
lund2017,lund2005
raffield2014,lund2005
lund2021,lund2006
burstrom2015,lund2006
ijssennagger2013,lund2006
lund2008,lund2006
lund2015,lund2006
lund2010,lund2006
raffield2014,lund2006
lund2021,lund2008
bill2016,lund2008
lund2015,lund2008
lund2013,lund2008
lund2010,lund2008
lund2016,lund2008
raffield2014,lund2008
skre2019,lund2008
lund2021,lund2009
aannestad2018,lund2009
andren2013,lund2009
bill2012,lund2009
burstrom2015,lund2009
eriksen2013,lund2009
lund2020,lund2009
lund2015,lund2009
lund2013,lund2009
lund2016,lund2009
lund2017,lund2009
price2018,lund2009
skre2019,lund2009
lund2021,lund2010
burstrom2015,lund2010
lund2015,lund2010
lund2013,lund2010
lund2017,lund2010
raffield2014,lund2010
lund2021,lund2013
aannestad2018,lund2013
barndon2018,lund2013
becket2013,lund2013
fahlander2018,lund2013
fahlander2016,lund2013
kristjansdottir2015,lund2013
lund2020,lund2013
lund2015,lund2013
lund2019,lund2013
lund2016,lund2013
lund2017,lund2013
price2014,lund2013
zoega2017,lund2013
williams2016,lund2013
lund2021,lund2015
amundsen2017,lund2015
lund2017,lund2015
lund2021,lund2020
lund2021,lund2016
lund2020,lund2016
lund2021,lund2019
raffield2016,lund2019
lund2021,macphail2013
macphail2016,macphail2013
macphail2013,macphail2013
schneidhofer2017,macphail2013
lund2021,macphail2016
lund2021,madsen2010
lund2021,magi2011
lund2021,magi2015
lund2021,magi2018
lund2021,magi2019
lund2021,magnell2010
gotfredsen2014,magnell2010
mainland2018,magnell2010
lund2021,mainland2018
lund2021,majchczack2018
lund2021,mannering2013
lund2021,mcleod2011
gardela2018,mcleod2011
harris2017,mcleod2011
mcleod2011,mcleod2011
osullivan2015,mcleod2011
moen2020,mcleod2011
lund2021,mehler2015
lund2021,melheim2016
price2018,melheim2016
lund2021,merkel2016
hrnjic2018,merkel2016
kalmring2018,merkel2016
lund2021,mikhaylov2016
lund2021,milek2012
croix2019,milek2012
devos2013,milek2012
ellingsen2019,milek2012
kristjansdottir2015,milek2012
macphail2016,milek2012
milek2012,milek2012
milek2013,milek2012
wouters2016,milek2012
lund2021,milek2013
devos2013,milek2013
lund2021,moen2011
odeback2018,moen2011
price2019,moen2011
raffield2018,moen2011
moen2020,moen2011
lund2021,moen2019
lund2019,moen2019
moen2020,moen2019
lund2021,moen2020
lund2021,moesgaard2015
runge2018,moesgaard2015
lund2021,montgomery2014
griffiths2019,montgomery2014
harris2017,montgomery2014
lund2021,mozdzioch2013
lund2021,mulk2007
lund2021,myhre2015
bill2017,myhre2015
raffield2016,myhre2015
price2018,myhre2015
raffield2019,myhre2015
tonning2020,myhre2015
skre2019,myhre2015
lund2021,myrberg2009
burstrom2014,myrberg2009
burstrom2015,myrberg2009
kemmers2011,myrberg2009
lund2016,myrberg2009
lund2017,myrberg2009
williams2016,myrberg2009
lund2021,myrberg2007
lund2021,naum2007
price2012,naum2007
lund2021,naum2008
croix2015,naum2008
gardela2015,naum2008
gustin2017,naum2008
price2012,naum2008
lund2021,naumann2014
harris2017,naumann2014
krzewinska2015,naumann2014
lund2016,naumann2014
lund2021,neiss2016
warmlander2015,neiss2016
lund2021,nielsen2011
baastrup2014,nielsen2011
christiansen2019,nielsen2011
lund2019,nielsen2011
lund2021,nordahl2018
lund2021,nordeide2016
lund2021,norstein2020
lund2021,nosov2018
lund2021,odeback2018
gardela2018,odeback2018
raffield2019,odeback2018
lund2021,oehrl2017
oehrl2017,oehrl2017
lund2021,oehrl2019
lund2021,opedal2010
bill2017,opedal2010
lund2021,oye2013
jackson2018,oye2013
lund2021,oye2014
lund2021,paterson2014
harris2017,paterson2014
montgomery2014,paterson2014
odeback2018,paterson2014
osullivan2015,paterson2014
williams2016,paterson2014
lund2021,pearson2018
lund2021,pedersen2004
abrams2012,pedersen2004
artelius2013,pedersen2004
baastrup2014,pedersen2004
fahlander2018,pedersen2004
fahlander2016,pedersen2004
lund2008,pedersen2004
lund2015,pedersen2004
lund2017,pedersen2004
pedersen2006,pedersen2004
rogers2020,pedersen2004
sindbaek2017,pedersen2004
lund2021,pedersen2009
gardela2018,pedersen2009
price2011,pedersen2009
lund2021,pedersen2014
aannestad2018,pedersen2014
christiansen2019,pedersen2014
gardela2018,pedersen2014
kalmring2018,pedersen2014
kastholm2016,pedersen2014
lund2019,pedersen2014
odeback2018,pedersen2014
price2019,pedersen2014
raffield2019,pedersen2014
moen2020,pedersen2014
lund2021,pedersen2019
gullbekk2014,pedersen2019
lund2021,pedersen2015
christiansen2019,pedersen2015
croix2019,pedersen2015
pedersen2015,pedersen2015
pedersen2017,pedersen2015
lund2021,pedersen2016
croix2019,pedersen2016
kalmring2018,pedersen2016
pedersen2017,pedersen2016
williams2015,pedersen2016
lund2021,pedersen2017
lund2021,perry2016
hadley2016,perry2016
lund2021,perry2019
perry2019,perry2019
lund2021,peschel2017
peschel2017,peschel2017
price2020,peschel2017
price2019,peschel2017
lund2021,pilo2005
fredriksen2014,pilo2005
lund2005,pilo2005
milek2012,pilo2005
lund2021,pilo2018
lund2019,pilo2018
pilo2020,pilo2018
solli2018,pilo2018
lund2021,pilo2020
skre2011b,pilo2020
lund2021,pluskowski2010
kristjansdottir2015,pluskowski2010
lund2021,pollard2012
buckberry2014,pollard2012
jarman2018,pollard2012
montgomery2014,pollard2012
raffield2016,pollard2012
