citekey,title,year,generation,entry_type,first_author,doi,completeness,in_degree,out_degree,is_ghost
vasks2008,"Pe ¯tı ¯jumi kurs ˇu senatne ¯: Rakstu kra ¯jums, Latvijas Ve ¯stures Muzeja raksti 14 -Arheolog ' ija, Latvijas Naciona ¯lais Ve ¯stures Muzejs",2008,F2,incollection,Vasks A.,,0.75,1,0,False
vassar1939,"Muistse Eesti linnused. 1936-1938 a. kaevamiste tulemused, O ˜petatud Eesti Selts",1939,F2,book,Vassar Artur,,0.778,1,0,False
vassar1975,Die ostbaltischen Sta ¨mme im Kampf gegen die deutchskandinavische Aggression im 12.-13. Jahrhundert,1975,F2,article,Vassar Artur,10.3176/hum.soc.sci.1975.1.03,1.0,1,0,False
welinder2009,"Stockholm Westholm, G, 1985 'The settlement at Vi, at the foot of the cliff",2009,F2,incollection,Welinder Stig,,0.833,1,0,False
zarina2006,"Latvijas Ve ¯stures Institu ¯ta Apga ¯ds, Riga Zarin ¸a, G, 2006 'Salaspils Laukskolas 10.-13. gs. Iedzı ¯a ¯votaju paleodemogra ¯fija",2006,F2,incollection,Zarin ¸a A.,,0.833,2,0,False
gramsch2007,A Microarchaeological Approach to the Social Significance of Late Bronze Age Burial Practices,2007,F2,misc,Gramsch Alexander,,0.75,1,0,False
zachrisson1989,Byzantine coins found in Sweden,1989,F2,incollection,Zachrisson Torun,,0.5,1,0,False
kopytoff1996,The Cultural Biography of Things: Commoditization as Process,1996,F2,incollection,Kopytoff Igor,,0.75,1,0,False
kristiansen1974,Glerupfundet. et depotfund med kvindesmykker fra bronzealderens femte periode,1974,F2,book,Kristiansen Karsten,,0.778,1,0,False
pfisterer2008,"Von Schätzen und Toten. Zu ""irrational"" zusammengesetzten Münzschätzen und ihrer Deutung",2008,F2,book,Pfisterer M.,,0.667,1,0,False
aberg1990,Strontium isotopes in trees as an indicator for calcium availability,1990,F2,article,Åberg Göran,10.1016/0341-8162(90)90011-2,1.0,3,0,False
ambrosiani2005,Birka and Scandinavia's trade with the East,2005,F2,article,Ambrosiani Björn,10.1163/187633105x00132,0.889,3,0,False
ambrosiani2016,Handel och hantverk i Birka,2016,F2,book,Ambrosiani Björn,,0.778,1,0,False
backstrom2016,Social Identity and Mobility at an Early Pre-Industrial Mining Complex,2016,F2,article,Bäckström Ylva,10.1016/j.jas.2016.01.004,0.917,2,0,False
blauer2013,"Bronze age cattle teeth and cremations from a monumental burial cairn in selkäkangas, finland: new radiocarbon dates and isotopic analysis",2013,F2,article,Bläuer Auli,10.3176/arch.2013.1.01,1.0,2,0,False
burgman1987,Conclusions from a ten year study of oxygen -18 in precipitation and runoff in sweden,1987,F2,article,Burgman J. O.,,0.75,3,0,False
fennomuyingo2000,Borgvallen II. Utvidgad undersökning av Borg-vallen och underliggandegrav 1997. Arkeologiskundersökning 1997,2000,F2,article,Fennö Muyingo H.,,0.75,1,0,False
gustin2016,"Elites, Networks and the Finnish Connection in Birka",2016,F2,incollection,Gustin Ingrid ;,,0.833,1,0,False
harvig2014,Strontium isotope signals in cremated petrous portions as indicator for childhood origin,2014,F2,article,Harvig Lisa,10.1371/journal.pone.0101603,1.0,1,0,False
kaislaniem2011,Estimating the distribution of strontium isotope ratios ( 87 Sr/ 86 Sr) in the Precambrian of Finland,2011,F2,article,Kaislaniem L.,,0.833,2,0,False
kalmring2016,Where Do We Go from Here? A Comprehensive Approach into Birka Research,2016,F2,misc,Kalmring Sven,,0.75,2,0,False
lama2015,Identifying Prehistoric Origin and Mobility: using Strontium analysis and laser ablation on teeth enamel from Viking Age boat-graves XI and XIII from Tuna in Alsike,2015,F2,book,Lama Elias,,0.667,1,0,False
leciejewicz1956,Cmentarzysko w Birce. Próba interpretacji społecznej,1956,F2,article,Leciejewicz Lech,,0.833,1,0,False
lightfoot2016,"On the Use of Biomineral Oxygen Isotope Data to Identify Human Migrants in the Archaeological Record: Intra-Sample Variation, Statistical Methods and Geographical Considerations",2016,F2,article,Lightfoot Emma,10.1371/journal.pone.0153850,1.0,1,0,False
nironen1997,The Svecofennian Orogen: a tectonic model,1997,F2,article,Nironen Mikko,10.1016/s0301-9268(97)00039-9,1.0,2,0,False
pellegrini2016,"Tooth Enamel Oxygen ""isoscapes"" Show a High Degree of Human Mobility in Prehistoric",2016,F2,article,Pellegrini Maura,10.1038/srep34986,1.0,1,0,False
stolpendc,Ett och annat på Björkö,1889,F2,article,Stolpe Hjalmar,,0.833,2,0,False
tuross2017,Human Skeletal Development and Feeding Behavior: The Impact on Oxygen Isotopes,2017,F2,article,Tuross Noreen,10.1007/s12520-017-0486-5,1.0,1,0,False
weihed2005,Precambrian geodynamics and ore formation: The Fennoscandian Shield,2005,F2,article,Weihed Pär,10.1016/j.oregeorev.2005.07.008,1.0,1,0,False
wilhelmson2017,"Mobility and social integration in Iron Age Scandinavia, a case from Öland, Sweden",2017,F2,article,Wilhelmson Helene,,0.833,3,0,False
yurtsever1980,Atmospheric waters,1980,F2,incollection,Yurtsever Y.,,0.833,1,0,False
beckmanthoor2008,Vikingatida silverskatt vid Sundveda. Myntstudier,2008,F2,article,Beckman-Thoor K.,,0.583,1,0,False
vonkaenel2008,Coins in Context 1: New approaches in the study of coin finds,2008,F2,incollection,von Kaenel H. M.,,0.583,1,0,False
nepomniashchii2012,,2012,F2,misc,Непомнящий,,0.5,1,0,False
gaidukov1994,,1994,F2,misc,Гайдуков,,0.5,1,0,False
kuzmin1997,,1997,F2,misc,Кузьмин С. Л.,,0.5,1,0,False
kuzmin2015,Chronostratigraphy of Beads from the Ladoga Area: A New Approach to the Dating of Archaeological Sites in the Eastern Baltic Region,2015,F2,misc,Kuzmin Sergey Leonidovich,,0.75,1,0,False
ryabinin1994,Beads from the Ladoga Area: A New Approach to the Dating of Archaeological Sites in the Eastern Baltic Region,1994,F2,misc,Ryabinin Elena Alekseevna,,0.75,1,0,False
watt1984,"En gravplads fra sen vikingetid ved Runegård, Åker. Fra Bornholms Museum",1984,F2,book,Watt M.,,0.667,2,0,False
stanislawski2000,Ceramika typu fresendorf w badaniach nad wczesnos ´redniowieczna ˛ceramika ˛słowian ´ska ˛,2000,F2,article,Stanisławski Błażej,,0.833,2,0,False
gowan2003,"SGGS: An Early to Mid-9th-Century Habitation and Burial Site in Dublin, Ireland",2003,F2,article,Gowan Margaret,,0.667,1,0,False
britishgeologicalsurvey2001,Isotopic Analysis of Human Remains from Orkney,2001,F2,article,British Geological Survey,,0.667,1,0,False
raudonikas1930,Article Title Not Explicitly Stated,1930,F2,article,Raudonikas V. I.,,0.667,1,0,False
ravdonikas1924,,1924,F2,misc,Равдоникас В. И.,,0.5,1,0,False
plokhov1996,Традиция изгот,1996,F2,misc,Плохов А. В.,,0.75,1,0,False
sturluson2011,Online Medieval and Classical Library Release #15b,2011,F2,book,Sturluson,,0.667,1,0,False
ynglingatal2011,"The Ynglinga Saga, or The Story of the Yngling Family from Odin to Halfdan the Black",2011,F2,incollection,Ynglingatal,,0.667,1,0,False
anbrosiani2007,Our man in Pskov' -Birka's Baltic connection in the 9 and 10th centuries,2007,F2,incollection,Anbrosiani Publications,,0.833,1,0,False
banyterowell2005,Semigallian Relations with Their Neighbours,2005,F2,incollection,Banyté-Rowell Rasa,,0.75,1,0,False
bliujiene2008,"Trade, warfare, looting and hoarding: attributes of Viking Age contacts across the Baltic Sea",2008,F2,incollection,Bliujiené Audrone,,0.75,1,0,False
blomkvist2005,The Discovery of the Baltic. The Reception of a Catholic World-System in the European North (AD 1075-1225),2005,F2,incollection,Blomkvist Nils,,1.0,3,0,False
bertasius2006,(ed) Transformatio mundi. The Transition from the Late Migration Period to the Early Viking Age in the East Baltic,2006,F2,book,,,0.556,1,0,False
bonnellnd,Russisch-Liwlandische Chronographie von der Mitte des neunten Jahrhunderts bis zum Jahre 1410,1862,F2,book,Bonnell Ernst,,0.667,1,0,False
creutz2003,Tension and Tradition. A Study of Late Iron Age Spearheads around the Baltic Sea. Theses and Papers in Archaeology,2003,F2,article,Creutz Kristina,,0.583,2,0,False
deemant1977,Neue Funde aus dem Steingraberfeld von Proosa,1977,F2,article,Deemant Kaupo,10.3176/hum.soc.sci.1977.1.09,0.833,1,0,False
ehrensvird1991,"Handritade kartor och ritningar éver Estland i svenska offentliga samlingar/ Hand gezeichnete Karten und Zeichnungen von Estland in schwedischen 6ffentlichen Sammlungen, in Eesti Teadusliku Seltsi Rootsis Aastaraamat/ Societatis Litterarum Estonicae in Svecia XII",1991,F2,book,Ehrensvird U.,,0.778,1,0,False
filipowiak1983,"Society and Trade in the Baltic during the Viking Age. Papers of the VII"" Visby Symposium held at Gotlands Fornsal, Gotland's Historical Museum",1983,F2,incollection,Filipowiak Wladislaw,,0.833,1,0,False
gurevitch1970,O Vremeni Bozniknovenija Gorodoy Na Territorii Belorussii,1970,F2,misc,Gurevitch F. D.,,0.75,1,0,False
argang2000,Forna farder over ostersjén -vikingars och andras,2000,F2,book,,,0.444,1,0,False
johansen1939,Kurlands Bewohner zu Anfang der historichen Zeit,1939,F2,book,Johansen Paul,,0.667,1,0,False
khvoshchinskaya2004,Finny na zapade Novgorodskoy zemli (Po materialam mogilnika Zalakhtovie),2004,F2,book,Khvoshchinskaya Natalya V,,0.667,1,0,False
lamm2009,Apuole. Ausgrabungen und Funde 1928-1932. Hrsg. Jan Peder Lamm,2009,F2,book,Lamm Jan Peder,,0.667,1,0,False
ligi1968,Talupoegade Koormised Eestis 13. Sajandist 19. Sajandi Alguseni,1968,F2,book,Ligi Herbert,,0.778,1,0,False
ligi1995,Uhiskondlikest Oludest Eesti Alal Hilispronksi-Ja Rauaajal,1995,F2,incollection,Ligi Priit,,0.75,1,0,False
baltica2007,Collectivity versus individuality: the warrior ideology of Iron Age burial rites on Saaremaa,2007,F2,book,,,0.444,1,0,False
magilougas1993,On the Relations between the Countries around the Baltic as Indicated by the Background of Viking Age Spearhead Ormament,1993,F2,book,Magi-Lougas Marika,,0.667,1,0,False
melnikova2007,The Baltic policy of Jaroslav the Wise,2007,F2,incollection,Melnikova Elena A,,0.833,1,0,False
melnikova1990,"The origin and evolution of the name Rus'. The Scandinavians in Eastern-European ethno-political processes before the 11"" century",1990,F2,book,Melnikova Elena A,,0.667,1,0,False
mickevicius1994,Couronians as Represented by Saxo Grammaticus: Relity or Reflection Political Ambitions,1994,F2,article,Mickevicius Arturas,,0.75,1,0,False
mugurevies1994,"Piekarini ar t. s. Rjurikovicu cilts zimi Latvija 11.-13. Gs, in Arheologija un etnografija",1994,F2,book,Muguréviés Evalds,,0.667,1,0,False
nosoy2001,A typology for towns on the river volkhov: the formation of an early medieval centre in northern russia,2001,F2,incollection,Nosoy Evgeny N,,0.833,1,0,False
nosov2005,"Новгородское городище в свете проблемы становления городских центров Поволховья // Носов Е. Н., Горюнова В. М., Плохов А. В. Городище под Новгородом и поселения северного Приильменья",2005,F2,book,Nosov Evgeny N,,0.667,1,0,False
nosov2006,Links of the Population of Western Finland and Estonia with the Central Ilmen Region in the Context of International Trade in the Baltic Area Region in the 9 th -10 th Century,2006,F2,article,Nosov Evgeny N,,0.917,2,0,False
opik1970,Vadjalastest ja isuritest XVIII saj. lépul. Emograafilisi ja lingyistilisi materjale Fjodor Tumanski Peterburi kubermangu kirjelduses,1970,F2,book,Opik Elina,,0.778,1,0,False
radin1998,"Some notes on the Daugava Way. The end of 12 -beginning of 13"" century. Time of changes on the lower Daugava",1998,F2,article,Radin '.,,0.833,2,0,False
selart2002,"Litvimaa ja Vene 13. sajandil. Uurimus poliitilisest ajaloost, Dissertationes Historiae Universitatis Tartuensis",2002,F2,book,Selart Anti,,0.778,1,0,False
selirand1974,Eestlaste matmiskombed varafeodaalsete suhete tärkamise perioodil (11.-13. sajand),1974,F2,book,Selirand Jiri,,0.778,3,0,False
sindbek2003,Sladetransport i rusland og sporgsmalet om den tidlige vikingetids orientalske import i nordeuropa,2003,F2,article,Sindbek Soren,,0.833,1,0,False
spirgis2008,Brugrupuci saktas ar krisu vazinrotam un libiesu kultiras attistiba daugavas lejtecé 10,2008,F2,article,Spirgis Roberts,,0.75,1,0,False
stubavs1966,Nekatorye Archeologitcheskye Nahodki 11-13 Vekov Iz Gorodishtscha Koknese,1966,F2,incollection,Stubavs A.,,0.917,1,0,False
sne1997,Vijups (reds) Arkeologi Gver grénser. Métan mellan lettisk och svensk arkeologi,1997,F2,incollection,Sné Andris,,0.833,1,0,False
tamla1977,Das Griberfeld und der spatneolithische Siedlungsplatz von Paju,1977,F2,article,Tamla Toomas,10.3176/hum.soc.sci.1977.1.10,0.833,1,0,False
tarvel1975,Kas OtSela tSuudid olid Koivalinna eestlased?,1975,F2,incollection,Tarvel Enn,,0.75,1,0,False
tonisson1974,Die Gauja-Liven und ihre materielle Kultur,1974,F2,book,Tõnisson E.,,0.778,0,0,False
valtonen2007,"Othere's Voyages. A late 9""-century account of voyages along the coasts of Norway and Denmark and its cultural context, Maritime Culture of the North",2007,F2,book,Valtonen Irmeli,,0.778,1,0,False
zabiela2008,Issledovanya kurschkih gorodisch v Litve posle 1990 goda. Schto novogo?,2008,F2,incollection,Zabiela Gintautas,,0.75,1,0,False
zemitis2007,The earliest urban settlement along the Lower Daugava and forerunner of Riga,2007,F2,incollection,Zemitis Guntis,,0.833,2,0,False
zulkus1991,Die Prussen und ihre Nachbarn im 1. Jahrtausend nach Christi Geburt,1991,F2,incollection,Zulkus Vladas,,0.75,1,0,False
boyd1985,Culture and the Evolutionary Process,1985,F2,book,Boyd Robert,,0.667,1,0,False
boyd2005,Not by Genes Alone: How Culture Transformed Human Evolution,2005,F2,book,Boyd Robert,,0.667,1,0,False
silliman2001,Practical Politics and the Archaeology of Culture Contact,2001,F2,article,Silliman Stephen W,10.1177/146960530100100203,1.0,1,0,False
barrett2002,"Agency, the Duality of Structure, and the Problem of the Archaeological Record",2002,F2,incollection,Barrett J. C.,,0.5,1,0,False
marshall2002,,2002,F2,misc,Marshall D. A.,,0.5,1,0,False
watt1985,"En gravplads fra sen vikingetid ved Runegård, Åker. Fra Bornholms Museum 1984-1985",1985,F2,misc,Watt M.,,0.75,2,0,False
naum2005,Community of South-Eastern Bornholm and Their Funerary Practices in the Early Middle Ages,2005,F2,article,Naum Magdalena,,0.667,1,0,False
kockakrenz1993,Bi uteria północno-zachodnio-słowiańska we wczesnym średniowieczu,1993,F2,book,Kocka-Krenz H.,,0.667,1,0,False
bergatzky1989,Innovation and the Integration of Sociocultural Systems,1989,F2,incollection,Bergatzky T.,,0.5,1,0,False
tvauri2001,Prehistoric Tartu: Trade and Economy in Late Prehistoric Estonia,2001,F2,book,Tvauri,,0.667,2,0,False
amundsen1996,Crossing Borders: Multi-Room Houses and Inter-Ethnic Contacts in Europe's Extreme North,1996,F2,article,Amundsen Colin P.,,0.833,1,0,False
auestad1992,"En usedvanlig nausttuft pa ˚Nordbø, Rennesøy, Fra ´haug ok heiðni",1992,F2,article,Auestad J. G.,,0.833,1,0,False
balascio2011,Distal cryptotephra found in a viking boathouse: the potential for tephrochronology in reconstructing the iron age in norway,2011,F2,article,Balascio Nicholas L.,10.1016/j.jas.2010.11.023,1.0,1,0,False
binns1978,Jernalderbosetningen pa ˚kvaløy i troms: en undersøkelse av økologisk og sosial tilpasning i et nord-norsk kystmiljø,1978,F2,book,Binns K. S.,,0.667,1,0,False
bratrein1983,Fra spiskammers til turistattraksjon: økonomisk utnytting av fuglefjellet pa ˚sør-fugløy i helgøy,1983,F2,article,Bratrein H. D.,,0.75,1,0,False
bratrein1991,Nordnorske stadnamn med ''skei'' á ei alternativ tolking,1991,F2,incollection,Bratrein H. D.,,0.833,1,0,False
bratrein1995,"Bjarkøy og Finnmork, Ottar",1995,F2,book,Bratrein H. D.,,0.667,1,0,False
bruun2007,Blandede graver Á blandede kulturer? En tolkning av gravskikk og etniske forhold I Nord-Norge gjennom jernalder og tidlig middelalder,2007,F2,book,Bruun I. M.,,0.667,1,0,False
evjen2008,Nordlands Kulturelle Mangfold: Etniske Relasjoner I Historisk Perspektiv,2008,F2,book,Evjen B.,,0.667,1,0,False
gjessing1973,Norge i Sameland,1973,F2,book,Gjessing Gutorm,,0.778,1,0,False
grimm1999,Norwegian Boathouses From the Late Roman and Migration Periods: An Analysis of Their Military Function,1999,F2,incollection,Grimm Oliver,,0.833,1,0,False
grimm2002,The military context of Norwegian boathouses AD 1Á1500,2002,F2,incollection,Grimm Oliver,,0.833,1,0,False
grimm2006,"Stornaust ved hafrsfjord og andre steder á et bidrag til skipsfartshistorien, fra ´haug ok heiðni",2006,F2,article,Grimm Oliver,,0.833,1,0,False
grydeland2001,De sjøsamiske siida-samfunn,2001,F2,article,Grydeland S. E.,,0.667,1,0,False
guttormsen2005,Fra istid til Laestadius,2005,F2,article,Guttormsen H.,,0.75,1,0,False
henriksen1996,Hellegropene. fornminner fra en funntom periode,1996,F2,article,Henriksen J.,,0.75,1,0,False
hesjedal1996,Arkeologi pa ˚Slettnes. Dokumentasjon av 11 000 a ˚rs bosetning,1996,F2,article,Hesjedal A.,,0.75,1,0,False
hinsch1960,Naust og hall i jernalderen,1960,F2,article,Hinsch Erik,,0.75,1,0,False
hodder1979,Economic and Social Stress and Material Culture Patterning,1979,F2,article,Hodder Ian,10.2307/279544,1.0,1,0,False
holand1989,"Graver og samfunn. samfunnsutvikling og organisasjon i nord-ha ˚logaland i jernalderen, basert pa ˚endringer og variasjon i gravskikk",1989,F2,book,Holand I.,,0.667,1,0,False
johansen2002,"Naust fra jernalderen, Spor, 1",2002,F2,book,Johansen H. M.,,0.667,1,0,False
johansen1982,Viking Age Farms: Estimating the Number and Population Size,1982,F2,article,Johansen Olav Sverre,,0.917,1,0,False
johansen1990,Synspunkter pa ˚jernalderens jordbrukssamfunn i Nord-Norge,1990,F2,book,Johansen Olav Sverre,,0.889,1,0,False
johansen1978,De nordnorske tunanleggene i jernalderen,1978,F2,book,Johansen Olav Sverre,,0.778,2,0,False
mathiesen1978,Va ¨stersjøfinner'' pa ˚ringvassøy: en analyse av den samiske bosettingen i helgøy sogn pa ˚1700-tallet,1978,F2,article,Mathiesen Per,,0.75,1,0,False
myhre1978,"Agrarian development, settlement history, and social organization in southwest norway in the iron age",1978,F2,incollection,Myhre Bj⊘rn,,0.833,2,0,False
myhre1985,Boathouses as Indicators of Political Organization,1985,F2,article,Myhre Bj⊘rn,10.1080/00293652.1985.9965410,1.0,1,0,False
nilsen1998,Jernaldernaust pa ˚Vestva ˚gøy i Lofoten,1998,F2,article,Nilsen Gørill,,0.75,2,0,False
nilsen1995,Nausttufter i nord-norge. distribusjon og kronologi relatert til samtidige ba ˚ttyper og havniva ˚,1995,F2,book,Nilsen R. A.,,0.778,2,0,False
odner1985,"Saamis (Lapps), Finns and Scandinavians in history and prehistory: ethnic origins and ethnic processes in Fenno-Scandinavia",1985,F2,article,Odner Knut,10.1080/00293652.1985.9965404,1.0,1,0,False
olsen1998,Forhistoriske hus i Nord-Norge,1998,F2,article,Olsen Bjørnar J.,,0.833,1,0,False
olsen2001,The End of History? Archaeology and the Politics of Identity in a Globalized World,2001,F2,book,Olsen Bjørnar J.,,0.889,2,0,False
rolfsen1974,Ba ˚tnaust pa ˚Jaerkysten,1974,F2,article,Rolfsen Perry,,0.583,1,0,False
rolfsen1990,A ˚kernauset,1990,F2,incollection,Rolfsen Perry,,0.917,1,0,False
said1993,Culture and Imperialism,1993,F2,article,Said Edward,10.2307/20045634,0.778,1,0,False
schanche1992,Den funntomme perioden. Nord-Troms og Finnmark i det første a ˚rtusen e,1992,F2,article,Schanche Kjersti,,0.75,1,0,False
simonsen1980,Fiskerbonden i Nord-Troms 1300Á1700: belyst ved tuftegravninger,1980,F2,article,Simonsen Povl,,0.75,1,0,False
sobstad1980,Den sjøsamiske bosetting i helgøy fram til ca. 1800: en undersøkelse av en etnisk gruppe med utgangspunkt i materielle bosettingsspor,1980,F2,article,Søbstad T.,,0.75,1,0,False
spivak1987,Other Worlds: Essays in Cultural Politics,1987,F2,book,Spivak G.,,0.778,1,0,False
spivak1990,The Postcolonial Critic,1990,F2,book,Spivak G.,,0.778,1,0,False
storli1985,"Ha ˚løyghøvdinger. om grunnlaget for og vedlikeholdet av høvdingmakt i jernaldere, med vekt pa ˚sør-salten",1985,F2,book,Storli Inger,,0.667,1,0,False
vorren1985,"Vegetasjonshistorien i gamle Helgøy herred, Troms. Nord-Norge: med saerlig henblikk pa ˚menneskets innvirkning",1985,F2,article,Vorren K.-D,,0.75,1,0,False
wickler2005,Iron Age Boathouses in Arctic Norway Viewed as Multifunctional Expressions of Maritime Cultural Heritage,2005,F2,incollection,Wickler Stephen,,0.75,2,0,False
wik1985,Jernalderen,1985,F2,incollection,Wik B.,,0.833,1,0,False
vanderleeuw1989,What's New? a Closer Look at the Process of Innovation,1989,F2,book,van der Leeuw Sander E.,,0.667,1,0,False
c2006b,Old Norse Religion in Long-Term Perspectives,2006,F2,book,,10.2307/jj.919497,0.667,1,0,False
arbman1969,Armes scandinaves de l'époque viking en France,1969,F2,incollection,Arbman Holger,,0.75,1,0,False
blair1994,Anglo-Saxon Oxfordshire,1994,F2,book,Blair John,,0.889,1,0,False
brink2001,Mythologizing Landscape. Place and Space of Cult and Myth,2001,F2,incollection,Brink Stefan ;,10.1515/9783110875973.76,0.917,2,0,False
cameron1988,English Place-Names,1988,F2,book,Cameron Kenneth,,0.889,1,0,False
carver1988,Pre-Viking Traffic in the North Sea,1988,F2,incollection,Carver M. O. H.,,0.917,1,0,False
carver2001,"Why That, Why There, Why Then? The Politics of Early Medieval Monumentality",2001,F2,article,Carver M. O. H.,,1.0,3,0,False
carver2002,Refl ections on the meaning of Anglo-Saxon barrows,2002,F2,incollection,Carver M. O. H.,,0.917,2,0,False
cooper1993,The Battle of Maldon: Fiction and Fact,1993,F2,book,Cooper J. C.,,0.889,1,0,False
dubois2006,"Rituals, Witnesses and Sagas",2006,F2,incollection,Dubois Thomas A.,10.2307/jj.919497.16,0.917,1,0,False
effros2003,Merovingian Mortuary Archaeology and the Making of the Early Middle Ages,2003,F2,book,Effros Bonnie,10.1525/california/9780520232440.001.0001,0.778,1,0,False
everson2011,Custodians of Continuity? The Premonstratensian Abbey at Barlings and the Landscape of Ritual,2011,F2,book,Everson P.,,0.778,1,0,False
fabech1994,Reading Society from the Cultural Landscape: South Scandinavia between Sacral and Political Power,1994,F2,incollection,Fabech Charlotte,,0.917,1,0,False
fell1956,A Viking Spearhead from Kentmere,1956,F2,article,Fell Christine,,0.833,1,0,False
geake1997,The Use of Grave-Goods in Conversion-Period England,1997,F2,article,Geake Helen,10.30861/9780860549178,0.917,3,0,False
grahamcampbell2009,Viking Age Gold and Silver from Irish Crannogs and Other Watery Places,2009,F2,article,Graham-Campbell James,,0.833,2,0,False
griffiths1991,The Battle of Maldon: Text and Translation,1991,F2,book,Griffiths B.,,0.778,2,0,False
gurney1986,"Settlement, Religion and Industry on the Fen-Edge: Three Romano-British Sites in Norfolk",1986,F2,article,Gurney D.,,0.583,1,0,False
hall1989,The Five Boroughs of the Danelaw: A Review of Present Knowledge,1989,F2,article,Hall Richard A,10.1017/s0263675100001484,0.917,1,0,False
halsall1989,Anthropology and the Study of Pre-Conquest War and Society: The Ritual War in Anglo-Saxon England,1989,F2,incollection,Halsall GUY,,0.833,1,0,False
hayward2011,"Kingship, Childhood and Martyrdom in Anglo-Saxon England",2011,F2,book,Hayward P. A.,,0.778,1,0,False
heide2011,Isolated Islands in Medieval Nature,2011,F2,incollection,Heide E.,,0.833,1,0,False
heide2014,Contradictory Cosmology in Old Norse Myth and Religion-But Still a System?,2014,F2,article,Heide E.,,0.833,1,0,False
hoggett2007,Charting Conversion: Burial as a Barometer of Belief?,2007,F2,incollection,Hoggett R.,,0.917,2,0,False
ilkjaer2002,Illerup Ådal-Archaeology as a Magic Mirror,2002,F2,book,Ilkjaer Jørgen,,0.778,2,0,False
jankuhn1955,Die Friihgeschichte tom Ausgang der Volkenoanderungeeit bis zum Ende der Wikinger zeit,1955,F2,book,Jankuhn Herbert,,0.778,1,0,False
karras1990,Concubinage and Slavery in the Viking Age,1990,F2,article,Karras See,,0.833,4,0,False
knapp1999,"Archaeological Landscapes: Constructed, Conceptualized, Ideational",1999,F2,incollection,Knapp A. B.,,0.917,1,0,False
larrington1996a,The Poetic Edda,1996,F2,book,Larrington Carolyne,,0.778,3,0,False
mcleod2013,The Acculturation of Scandinavians in England: A Consideration of the Burial Record,2013,F2,article,Mcleod Shane,10.35253/jaema.2013.1.3,0.917,1,0,False
raffield2013a,"Landscapes of Conflict and Control: Creating an Archaeological Atlas of Scandinavian-Occupied England, AD 878-954",2013,F2,article,Raffield Ben,,0.917,4,0,False
hagland2005,Fact or Folklore: The Viking Attack on London Bridge,2005,F2,article,Hagland Ragnar,,0.917,1,0,False
randsborg1999,Into the Iron Age: A Discourse on War and Society,1999,F2,book,Randsborg Klavs,,0.889,1,0,False
sanmark2009,"Administrative Organisation and State formation: A Case Study of Assembly Sites in S6dermanland, Sweden",2009,F2,article,Sanmark Alexandra,10.1179/007660909x12457506806289,1.0,5,0,False
scarre2002,Monuments and Landscape in Atlantic Europe: Perception and Society During the Neolithic and Early Bronze Age,2002,F2,book,Scarre C.,,0.778,1,0,False
scragg1991,"The Battle of Maldon, AD 991",1991,F2,book,Scragg D.,,0.778,1,0,False
semple2010,In the Open Air,2010,F2,incollection,Semple Sarah,,0.833,2,0,False
sheppard1939,Viking and Other Relics at Crayke,1939,F2,article,Sheppard T.,,0.833,1,0,False
museum2012,Alken Enge-The Mass Grave at Lake Mossø,2012,F2,book,Museum Skanderborg,,0.667,1,0,False
harkell2011,Land or Gold? Changing Perceptions of Landscape in Viking,2011,F2,article,Harkell Ten,,0.833,1,0,False
thurston2002,"Landscapes of Power, Landscapes of Conflict. State Formation in the South Scandinavian Iron Age",2002,F2,book,Thurston T. L.,,0.889,2,0,False
tilley2006,"Introduction: Identity, Place, Landscape and Heritage",2006,F2,article,Tilley Christopher,,0.917,2,0,False
webster1983,A Viking Age Sword from Skerne,1983,F2,article,Webster L.,,0.833,1,0,False
yorke1990,Kings and Kingdoms of Early Anglo-Saxon England,1990,F2,book,Yorke B. A. E.,,0.889,1,0,False
pedersennda,Urban craftspeople at Viking-age Kaupang,,F1,misc,Pedersen Unn,10.2307/j.ctvh1dtfs.8,0.5,1,85,False
ambrosiani1997,Vikingastaden lever upp igjen i TV:s modell av 800-talets Birka! Birka,1997,F2,incollection,Ambrosiani Björn,,0.833,2,0,False
armbruster2004,Goldsmiths' tools at Hedeby,2004,F2,incollection,Armbruster Barbara,,0.667,2,0,False
auch2007,Ślad osadniczy z późnego okresu wędrówek ludów na stanowisku Janów Pomorski 1. In Janów Pomorski Stan 1. Wyniki ratowniczych badań archeologicznych w latach,2007,F2,article,Auch Michał,,0.917,2,0,False
trzeciecki2012,Ślad osadniczy z późnego okresu wędrówek ludów na stanowisku janów pomorski 1,2012,F2,misc,Trzeciecki Macej,,0.75,1,0,False
aurebagoien1980,Noen tanker om leirekarhåndverket i forhistorisk tid,1980,F2,article,Aure Bagøien A.,,0.833,1,0,False
bayley1992,Anglo-Scandinavian Non-Ferrous Metalworking from 16-22 Coppergate. The Archaeology of York: The Small Finds,1992,F2,article,Bayley Justine,,0.75,5,0,False
berg1956,A tool chest from the Viking Age. (The 'Mästermyr' find in Gotland). A preliminary account,1956,F2,incollection,Berg G.,,0.75,1,0,False
blindheim1969,Kaupangundersøkelsen avsluttet. kort tilbakeblikk på en lang utgravning,1969,F2,book,Blindheim Charlotte,,0.778,1,0,False
blindheim1968,Du mer end tusindaars gamle by'. Refleksjoner omkring byen under Slottsfjellet og Kaupangen ved Viksfjord,1968,F2,book,Blindheim Charlotte,,0.778,1,0,False
