node_id,community_id,label
payette2007,14,Millennial Paleoclimatic Reconstructions
pederson2014,14,Millennial Paleoclimatic Reconstructions
phipps2013,14,Millennial Paleoclimatic Reconstructions
plummer2012,14,Millennial Paleoclimatic Reconstructions
pongratz2008,14,Millennial Paleoclimatic Reconstructions
raspopov2008,14,Millennial Paleoclimatic Reconstructions
rimbu2003,14,Millennial Paleoclimatic Reconstructions
rind1999,14,Millennial Paleoclimatic Reconstructions
rind2004,14,Millennial Paleoclimatic Reconstructions
robock2000,14,Millennial Paleoclimatic Reconstructions
rutherford2003,14,Millennial Paleoclimatic Reconstructions
rydval2017,14,Millennial Paleoclimatic Reconstructions
schmidt2010,14,Millennial Paleoclimatic Reconstructions
schmidt2014,14,Millennial Paleoclimatic Reconstructions
schmidt2012,14,Millennial Paleoclimatic Reconstructions
schneider2009,14,Millennial Paleoclimatic Reconstructions
schneider2001,14,Millennial Paleoclimatic Reconstructions
schurer2013,14,Millennial Paleoclimatic Reconstructions
schurer2014,14,Millennial Paleoclimatic Reconstructions
schweingruber1993,14,Millennial Paleoclimatic Reconstructions
schweingruber1978,14,Millennial Paleoclimatic Reconstructions
seager2008,14,Millennial Paleoclimatic Reconstructions
seager2007,14,Millennial Paleoclimatic Reconstructions
shindell2009,14,Millennial Paleoclimatic Reconstructions
shindell2014,14,Millennial Paleoclimatic Reconstructions
shindell2015,14,Millennial Paleoclimatic Reconstructions
shindell2004,14,Millennial Paleoclimatic Reconstructions
shindell2001,14,Millennial Paleoclimatic Reconstructions
shindell2003,14,Millennial Paleoclimatic Reconstructions
smerdon2010,14,Millennial Paleoclimatic Reconstructions
smerdon2008,14,Millennial Paleoclimatic Reconstructions
smerdon2011,14,Millennial Paleoclimatic Reconstructions
smerdon2016,14,Millennial Paleoclimatic Reconstructions
solomon2011,14,Millennial Paleoclimatic Reconstructions
st2014,14,Millennial Paleoclimatic Reconstructions
george2013,14,Millennial Paleoclimatic Reconstructions
steiger2014,14,Millennial Paleoclimatic Reconstructions
stenchikov2006,14,Millennial Paleoclimatic Reconstructions
stoffel2015,14,Millennial Paleoclimatic Reconstructions
vonstorch2004,14,Millennial Paleoclimatic Reconstructions
stott2010,14,Millennial Paleoclimatic Reconstructions
stott2009,14,Millennial Paleoclimatic Reconstructions
stott1998,14,Millennial Paleoclimatic Reconstructions
stuiver1993,14,Millennial Paleoclimatic Reconstructions
sundqvist2014,14,Millennial Paleoclimatic Reconstructions
swingedouw2010,14,Millennial Paleoclimatic Reconstructions
szeicz1995,14,Millennial Paleoclimatic Reconstructions
tierney2015,14,Millennial Paleoclimatic Reconstructions
tingley2015,14,Millennial Paleoclimatic Reconstructions
tingley2012,14,Millennial Paleoclimatic Reconstructions
tingley2010,14,Millennial Paleoclimatic Reconstructions
tingley2013,14,Millennial Paleoclimatic Reconstructions
torrence1998,14,Millennial Paleoclimatic Reconstructions
touchan2014,14,Millennial Paleoclimatic Reconstructions
trenberth1984,14,Millennial Paleoclimatic Reconstructions
verosub2008,14,Millennial Paleoclimatic Reconstructions
vieira2010,14,Millennial Paleoclimatic Reconstructions
wagner2001,14,Millennial Paleoclimatic Reconstructions
wagner2005,14,Millennial Paleoclimatic Reconstructions
wang2015,14,Millennial Paleoclimatic Reconstructions
waple2002,14,Millennial Paleoclimatic Reconstructions
wiles2014,14,Millennial Paleoclimatic Reconstructions
wilson2014,14,Millennial Paleoclimatic Reconstructions
wise2015,14,Millennial Paleoclimatic Reconstructions
youngblut2008,14,Millennial Paleoclimatic Reconstructions
zanchettin2012,14,Millennial Paleoclimatic Reconstructions
zhang2016,14,Millennial Paleoclimatic Reconstructions
zorita2003,14,Millennial Paleoclimatic Reconstructions
zwiers2000,14,Millennial Paleoclimatic Reconstructions
pagesk2013,14,Millennial Paleoclimatic Reconstructions
bjorklund2015,14,Millennial Paleoclimatic Reconstructions
bjorklund2014,14,Millennial Paleoclimatic Reconstructions
harrison2016,14,Millennial Paleoclimatic Reconstructions
hartman2017,67,North Atlantic Environmental History
crumley2007,67,North Atlantic Environmental History
demaree2001,67,North Atlantic Environmental History
diaz2011,67,North Atlantic Environmental History
dickson1988,67,North Atlantic Environmental History
dugmore2013,67,North Atlantic Environmental History
dugmore2014,67,North Atlantic Environmental History
garciaherrera2008,67,North Atlantic Environmental History
gragas2001,67,North Atlantic Environmental History
gudmundsson1997,67,North Atlantic Environmental History
gudmundsson2008,67,North Atlantic Environmental History
hambrecht2015,67,North Atlantic Environmental History
harrison2013,67,North Atlantic Environmental History
hartman2015,67,North Atlantic Environmental History
hartman2016,67,North Atlantic Environmental History
halldorsson1978,67,North Atlantic Environmental History
hayeursmith2013,67,North Atlantic Environmental History
henriksen1995,67,North Atlantic Environmental History
hoffmann2014,67,North Atlantic Environmental History
holtsmark1956,67,North Atlantic Environmental History
ingimundarson1995,67,North Atlantic Environmental History
ingimundarson2010,67,North Atlantic Environmental History
ingimundarson1998,67,North Atlantic Environmental History
ingram1978,67,North Atlantic Environmental History
ingram1981,67,North Atlantic Environmental History
johannesson1956,67,North Atlantic Environmental History
johannesson1974,67,North Atlantic Environmental History
johannesson1928,67,North Atlantic Environmental History
jones2008,67,North Atlantic Environmental History
jones2004,67,North Atlantic Environmental History
jones2001,67,North Atlantic Environmental History
jonsbok2004,67,North Atlantic Environmental History
kristjansson1980,67,North Atlantic Environmental History
kirkbride2008,67,North Atlantic Environmental History
larsen1917,67,North Atlantic Environmental History
royladurie1972,67,North Atlantic Environmental History
ludlow2010,67,North Atlantic Environmental History
luterbacher2016,67,North Atlantic Environmental History
martinvide1995,67,North Atlantic Environmental History
mauelshagen2014,67,North Atlantic Environmental History
mcgovern2013,67,North Atlantic Environmental History
mcgovern2014,67,North Atlantic Environmental History
miles2014,67,North Atlantic Environmental History
ogilvie1982,67,North Atlantic Environmental History
ogilvie1984,67,North Atlantic Environmental History
ogilvie1986,67,North Atlantic Environmental History
ogilvie1991,67,North Atlantic Environmental History
ogilvie1992,67,North Atlantic Environmental History
ogilvie1998,67,North Atlantic Environmental History
ogilvie2001,67,North Atlantic Environmental History
ogilvie2005,67,North Atlantic Environmental History
ogilvie2008,67,North Atlantic Environmental History
ogilvie1997,67,North Atlantic Environmental History
pfister1992,67,North Atlantic Environmental History
pfister1998,67,North Atlantic Environmental History
pfister1999,67,North Atlantic Environmental History
pfister2017,67,North Atlantic Environmental History
pribyl2012,67,North Atlantic Environmental History
serreze2015,67,North Atlantic Environmental History
smiarowski2014,67,North Atlantic Environmental History
smiarowski2017,67,North Atlantic Environmental History
stern2000,67,North Atlantic Environmental History
stine1994,67,North Atlantic Environmental History
stormnd,67,North Atlantic Environmental History
stora2005,67,North Atlantic Environmental History
streeter2012,67,North Atlantic Environmental History
streeter2014,67,North Atlantic Environmental History
mcgrew1970,67,North Atlantic Environmental History
teitsson1975,67,North Atlantic Environmental History
thorarinsson1956,67,North Atlantic Environmental History
thorarinsson1958,67,North Atlantic Environmental History
thorarinsson1967,67,North Atlantic Environmental History
thordarson1993,67,North Atlantic Environmental History
thordarson2007,67,North Atlantic Environmental History
thorlaksson1991,67,North Atlantic Environmental History
thoroddsen1914,67,North Atlantic Environmental History
thoroddsen1919,67,North Atlantic Environmental History
thorsteinsson1989,67,North Atlantic Environmental History
vanengelen2001,67,North Atlantic Environmental History
vasey2001,67,North Atlantic Environmental History
vesteinsson2005,67,North Atlantic Environmental History
vilmundarson1972,67,North Atlantic Environmental History
waters2016,67,North Atlantic Environmental History
wheeler2006,67,North Atlantic Environmental History
young2015,67,North Atlantic Environmental History
storm1977,67,North Atlantic Environmental History
hauksson1972,67,North Atlantic Environmental History
croix2019,86,Archaeological Methodology and Soil Science
borderie2019,86,Archaeological Methodology and Soil Science
bowsher2007,86,Archaeological Methodology and Soil Science
burch2011,86,Archaeological Methodology and Soil Science
canti2001,86,Archaeological Methodology and Soil Science
carver2012,86,Archaeological Methodology and Soil Science
carver2016,86,Archaeological Methodology and Soil Science
carver2015a,86,Archaeological Methodology and Soil Science
chadwick1998,86,Archaeological Methodology and Soil Science
clark1992,86,Archaeological Methodology and Soil Science
deroo2016,86,Archaeological Methodology and Soil Science
doneus2005,86,Archaeological Methodology and Soil Science
drewett1999,86,Archaeological Methodology and Soil Science
fao2006,86,Archaeological Methodology and Soil Science
fedele1984,86,Archaeological Methodology and Soil Science
c2006,86,Archaeological Methodology and Soil Science
frandsen1984,86,Archaeological Methodology and Soil Science
french2015,86,Archaeological Methodology and Soil Science
friesem2017,86,Archaeological Methodology and Soil Science
galeazzi2016,86,Archaeological Methodology and Soil Science
gasche1983,86,Archaeological Methodology and Soil Science
geus2018,86,Archaeological Methodology and Soil Science
goldberg2003,86,Archaeological Methodology and Soil Science
hodder1992,86,Archaeological Methodology and Soil Science
hodder1997,86,Archaeological Methodology and Soil Science
huisman2017,86,Archaeological Methodology and Soil Science
hummler2015,86,Archaeological Methodology and Soil Science
jupiter2018,86,Archaeological Methodology and Soil Science
kimball2016,86,Archaeological Methodology and Soil Science
kooistrand,86,Archaeological Methodology and Soil Science
kraling2014,86,Archaeological Methodology and Soil Science
krupski2017,86,Archaeological Methodology and Soil Science
larsson2001,86,Archaeological Methodology and Soil Science
mallol2017,86,Archaeological Methodology and Soil Science
g2017,86,Archaeological Methodology and Soil Science
opitz2015,86,Archaeological Methodology and Soil Science
pavel2012,86,Archaeological Methodology and Soil Science
rentzel2017,86,Archaeological Methodology and Soil Science
ropke2017,86,Archaeological Methodology and Soil Science
roskams2001,86,Archaeological Methodology and Soil Science
saunders2000,86,Archaeological Methodology and Soil Science
sode2010,86,Archaeological Methodology and Soil Science
tassie2015,86,Archaeological Methodology and Soil Science
turney2005,86,Archaeological Methodology and Soil Science
valente2017,86,Archaeological Methodology and Soil Science
vanriel2016,86,Archaeological Methodology and Soil Science
vepraskas2018,86,Archaeological Methodology and Soil Science
verleyen2017,86,Archaeological Methodology and Soil Science
vince1995,86,Archaeological Methodology and Soil Science
westman1994,86,Archaeological Methodology and Soil Science
wouters2018,86,Archaeological Methodology and Soil Science
wouters2019,86,Archaeological Methodology and Soil Science
wouters2017,86,Archaeological Methodology and Soil Science
barfod2016,86,Archaeological Methodology and Soil Science
christophersen2015,86,Archaeological Methodology and Soil Science
clark2007,86,Archaeological Methodology and Soil Science
costin2001,86,Archaeological Methodology and Soil Science
cotton1933,86,Archaeological Methodology and Soil Science
dobres2014,86,Archaeological Methodology and Soil Science
c2006a,86,Archaeological Methodology and Soil Science
feveile2008,86,Archaeological Methodology and Soil Science
flad2007,86,Archaeological Methodology and Soil Science
gebers2004,86,Archaeological Methodology and Soil Science
henderson2000,86,Archaeological Methodology and Soil Science
holback1999,86,Archaeological Methodology and Soil Science
jacobs2016,86,Archaeological Methodology and Soil Science
jankuhn1983,86,Archaeological Methodology and Soil Science
jennings2016,86,Archaeological Methodology and Soil Science
jervis2016,86,Archaeological Methodology and Soil Science
latham2009,86,Archaeological Methodology and Soil Science
leroigourhan1964,86,Archaeological Methodology and Soil Science
lonborg1992,86,Archaeological Methodology and Soil Science
oexle1992,86,Archaeological Methodology and Soil Science
oldeberg1966,86,Archaeological Methodology and Soil Science
orfanou2018,86,Archaeological Methodology and Soil Science
ottaway1970,86,Archaeological Methodology and Soil Science
parkinson2013,86,Archaeological Methodology and Soil Science
ramquist1992,86,Archaeological Methodology and Soil Science
renfrew1994,86,Archaeological Methodology and Soil Science
rimbert1961,86,Archaeological Methodology and Soil Science
sage1984,86,Archaeological Methodology and Soil Science
schortman2004,86,Archaeological Methodology and Soil Science
trigger1986,86,Archaeological Methodology and Soil Science
ur2014,86,Archaeological Methodology and Soil Science
voncarnapbornheim1996,86,Archaeological Methodology and Soil Science
wailes1996,86,Archaeological Methodology and Soil Science
wirth1938,86,Archaeological Methodology and Soil Science
frieman2019,171,Ancient DNA and Population Genetics
bardill2018,171,Ancient DNA and Population Genetics
barras2018,171,Ancient DNA and Population Genetics
barras2019,171,Ancient DNA and Population Genetics
beau2017,171,Ancient DNA and Population Genetics
bollongino2013,171,Ancient DNA and Population Genetics
bonacchi2018,171,Ancient DNA and Population Genetics
bosl2017,171,Ancient DNA and Population Genetics
brace2018,171,Ancient DNA and Population Genetics
bramanti2009,171,Ancient DNA and Population Genetics
brandt2017,171,Ancient DNA and Population Genetics
brophy2018,171,Ancient DNA and Population Genetics
burmeister2000,171,Ancient DNA and Population Genetics
burmeister2016,171,Ancient DNA and Population Genetics
burmeister2017,171,Ancient DNA and Population Genetics
burnett2017,171,Ancient DNA and Population Genetics
cavallisforza1996,171,Ancient DNA and Population Genetics
champion1996,171,Ancient DNA and Population Genetics
chernykh1995,171,Ancient DNA and Population Genetics
collis2003,171,Ancient DNA and Population Genetics
contreras2014,171,Ancient DNA and Population Genetics
dennell1996,171,Ancient DNA and Population Genetics
garcia2007,171,Ancient DNA and Population Genetics
dietler1994,171,Ancient DNA and Population Genetics
dietler1998,171,Ancient DNA and Population Genetics
eisenmann2018,171,Ancient DNA and Population Genetics
frieman2018,171,Ancient DNA and Population Genetics
fullwiley2014,171,Ancient DNA and Population Genetics
schiller2014,171,Ancient DNA and Population Genetics
gronenborn2014,171,Ancient DNA and Population Genetics
guidi1996,171,Ancient DNA and Population Genetics
haak2010,171,Ancient DNA and Population Genetics
halcrow2018,171,Ancient DNA and Population Genetics
hall2017,171,Ancient DNA and Population Genetics
harke2012,171,Ancient DNA and Population Genetics
harlan2018,171,Ancient DNA and Population Genetics
hawks2019,171,Ancient DNA and Population Genetics
hofmann2016,171,Ancient DNA and Population Genetics
ion2017,171,Ancient DNA and Population Genetics
james1999,171,Ancient DNA and Population Genetics
kajda2018,171,Ancient DNA and Population Genetics
kind1998,171,Ancient DNA and Population Genetics
knorrcetina1981,171,Ancient DNA and Population Genetics
kohl1995,171,Ancient DNA and Population Genetics
kohlilaven2012,171,Ancient DNA and Population Genetics
krause2017,171,Ancient DNA and Population Genetics
latour1979,171,Ancient DNA and Population Genetics
lazaridis2017,171,Ancient DNA and Population Genetics
lehnert2015,171,Ancient DNA and Population Genetics
liberatore2017,171,Ancient DNA and Population Genetics
ling2018,171,Ancient DNA and Population Genetics
lipson2018,171,Ancient DNA and Population Genetics
malmstrom2014,171,Ancient DNA and Population Genetics
mathieson2018,171,Ancient DNA and Population Genetics
mittnik2018,171,Ancient DNA and Population Genetics
nash2012,171,Ancient DNA and Population Genetics
niklasson2014,171,Ancient DNA and Population Genetics
niklasson2018,171,Ancient DNA and Population Genetics
olalde2018,171,Ancient DNA and Population Genetics
pereltsvaig2015,171,Ancient DNA and Population Genetics
pickrell2014,171,Ancient DNA and Population Genetics
posth2018,171,Ancient DNA and Population Genetics
premo2016,171,Ancient DNA and Population Genetics
prendergast2018,171,Ancient DNA and Population Genetics
qiaomei2016,171,Ancient DNA and Population Genetics
raff2019,171,Ancient DNA and Population Genetics
reich2018,171,Ancient DNA and Population Genetics
richards1996,171,Ancient DNA and Population Genetics
roberts2011,171,Ancient DNA and Population Genetics
sayer2017,171,Ancient DNA and Population Genetics
scodari2017,171,Ancient DNA and Population Genetics
shennan2013,171,Ancient DNA and Population Genetics
smiley2016,171,Ancient DNA and Population Genetics
soares2010,171,Ancient DNA and Population Genetics
stojanowski2019,171,Ancient DNA and Population Genetics
szecsenyinagy2014,171,Ancient DNA and Population Genetics
szecsenyinagy2017,171,Ancient DNA and Population Genetics
tallbear2013,171,Ancient DNA and Population Genetics
tillmann1993,171,Ancient DNA and Population Genetics
trigger1984,171,Ancient DNA and Population Genetics
vandendries2018,171,Ancient DNA and Population Genetics
veeramah2018,171,Ancient DNA and Population Genetics
virdee2018,171,Ancient DNA and Population Genetics
wailoo2012,171,Ancient DNA and Population Genetics
whitaker2019,171,Ancient DNA and Population Genetics
whittle1996,171,Ancient DNA and Population Genetics
zvelebil2001,171,Ancient DNA and Population Genetics
solli2011,292,Theory of Science and Materiality
fraser2000,292,Theory of Science and Materiality
fraser2001,292,Theory of Science and Materiality
fukuyama2002,292,Theory of Science and Materiality
gibbon1989,292,Theory of Science and Materiality
grosjean2007,292,Theory of Science and Materiality
hacking1999,292,Theory of Science and Materiality
haraway2008,292,Theory of Science and Materiality
harman2010,292,Theory of Science and Materiality
harrison2009,292,Theory of Science and Materiality
hodder1987,292,Theory of Science and Materiality
hodder1999,292,Theory of Science and Materiality
holmberg2008,292,Theory of Science and Materiality
holtorf2007,292,Theory of Science and Materiality
holtorf2011,292,Theory of Science and Materiality
hyenstrand1988,292,Theory of Science and Materiality
jenkins2004,292,Theory of Science and Materiality
jong2008,292,Theory of Science and Materiality
kirshenblattgimblett1994,292,Theory of Science and Materiality
kirshenblattgimblett2004,292,Theory of Science and Materiality
kolen2009,292,Theory of Science and Materiality
kotchen2007,292,Theory of Science and Materiality
kristiansen2002,292,Theory of Science and Materiality
kurin2004,292,Theory of Science and Materiality
labinger2001,292,Theory of Science and Materiality
lakatos1973,292,Theory of Science and Materiality
latour1993,292,Theory of Science and Materiality
latour2003,292,Theory of Science and Materiality
latour2005h,292,Theory of Science and Materiality
levistrauss1962,292,Theory of Science and Materiality
lowenthal1985,292,Theory of Science and Materiality
madsen1900,292,Theory of Science and Materiality
mason2000,292,Theory of Science and Materiality
moberg1977,292,Theory of Science and Materiality
mullerndc,292,Theory of Science and Materiality
mullerndd,292,Theory of Science and Materiality
nilsen2003,292,Theory of Science and Materiality
nummedal1912,292,Theory of Science and Materiality
nussbaum1999,292,Theory of Science and Materiality
naess1973,292,Theory of Science and Materiality
oestigaard2004,292,Theory of Science and Materiality
oestigaard2007,292,Theory of Science and Materiality
olsen1986,292,Theory of Science and Materiality
olwig2001,292,Theory of Science and Materiality
parkerpearson2006,292,Theory of Science and Materiality
parkin1999,292,Theory of Science and Materiality
partner2009,292,Theory of Science and Materiality
periman2006,292,Theory of Science and Materiality
petersennd,292,Theory of Science and Materiality
pickering1993,292,Theory of Science and Materiality
pickering1994,292,Theory of Science and Materiality
piotrowski2006,292,Theory of Science and Materiality
pollard1998,292,Theory of Science and Materiality
rorty1989,292,Theory of Science and Materiality
rose2007,292,Theory of Science and Materiality
ruddiman2003,292,Theory of Science and Materiality
ruddiman2005,292,Theory of Science and Materiality
samuel1994,292,Theory of Science and Materiality
sanden2008,292,Theory of Science and Materiality
schanche1983,292,Theory of Science and Materiality
schwandt1994,292,Theory of Science and Materiality
serres1995,292,Theory of Science and Materiality
shanks2010,292,Theory of Science and Materiality
skolimowski1974,292,Theory of Science and Materiality
skounti2009,292,Theory of Science and Materiality
sloterdijk2009,292,Theory of Science and Materiality
smail2007,292,Theory of Science and Materiality
snow1959,292,Theory of Science and Materiality
snow1966,292,Theory of Science and Materiality
solli1989,292,Theory of Science and Materiality
spiegel2009,292,Theory of Science and Materiality
steinberg2002,292,Theory of Science and Materiality
stotz2008,292,Theory of Science and Materiality
svestad1995,292,Theory of Science and Materiality
terrill2008,292,Theory of Science and Materiality
todorov1993,292,Theory of Science and Materiality
tvedt2010,292,Theory of Science and Materiality
waterton2006,292,Theory of Science and Materiality
watson1971,292,Theory of Science and Materiality
weisman2007,292,Theory of Science and Materiality
welinder1986,292,Theory of Science and Materiality
white1949,292,Theory of Science and Materiality
white1959,292,Theory of Science and Materiality
willey1958,292,Theory of Science and Materiality
wolfe2010,292,Theory of Science and Materiality
zalasiewicz2008,292,Theory of Science and Materiality
zalasiewicz2010,292,Theory of Science and Materiality
amundsen2017,11,Norwegian Prehistoric Archaeology and Sami Studies
amundsen2011,11,Norwegian Prehistoric Archaeology and Sami Studies
amundsen2015,11,Norwegian Prehistoric Archaeology and Sami Studies
apel2001,11,Norwegian Prehistoric Archaeology and Sami Studies
apel2005,11,Norwegian Prehistoric Archaeology and Sami Studies
aronsson1991,11,Norwegian Prehistoric Archaeology and Sami Studies
askeladden2015,11,Norwegian Prehistoric Archaeology and Sami Studies
bakka1976,11,Norwegian Prehistoric Archaeology and Sami Studies
barth1976,11,Norwegian Prehistoric Archaeology and Sami Studies
baudou1987,11,Norwegian Prehistoric Archaeology and Sami Studies
bergman2016,11,Norwegian Prehistoric Archaeology and Sami Studies
bergsland1992,11,Norwegian Prehistoric Archaeology and Sami Studies
bergstol2009,11,Norwegian Prehistoric Archaeology and Sami Studies
bjorn1934,11,Norwegian Prehistoric Archaeology and Sami Studies
boaz1997,11,Norwegian Prehistoric Archaeology and Sami Studies
bolstad1980,11,Norwegian Prehistoric Archaeology and Sami Studies
braseth2014,11,Norwegian Prehistoric Archaeology and Sami Studies
brendalsmo2003,11,Norwegian Prehistoric Archaeology and Sami Studies
brogger1942,11,Norwegian Prehistoric Archaeology and Sami Studies
bull2002,11,Norwegian Prehistoric Archaeology and Sami Studies
byggstoyl2012,11,Norwegian Prehistoric Archaeology and Sami Studies
damm2010,11,Norwegian Prehistoric Archaeology and Sami Studies
fjellheim1999,11,Norwegian Prehistoric Archaeology and Sami Studies
fjellheim2012,11,Norwegian Prehistoric Archaeology and Sami Studies
forsberg2005,11,Norwegian Prehistoric Archaeology and Sami Studies
fossum2006,11,Norwegian Prehistoric Archaeology and Sami Studies
fredriksen1983,11,Norwegian Prehistoric Archaeology and Sami Studies
fuglestvedt2006,11,Norwegian Prehistoric Archaeology and Sami Studies
gjerde2016,11,Norwegian Prehistoric Archaeology and Sami Studies
gjessing1945,11,Norwegian Prehistoric Archaeology and Sami Studies
grandell1986,11,Norwegian Prehistoric Archaeology and Sami Studies
grimbe2013,11,Norwegian Prehistoric Archaeology and Sami Studies
gustafson1988,11,Norwegian Prehistoric Archaeology and Sami Studies
gustavsen2014,11,Norwegian Prehistoric Archaeology and Sami Studies
hagen1946,11,Norwegian Prehistoric Archaeology and Sami Studies
hagstrom2010,11,Norwegian Prehistoric Archaeology and Sami Studies
hallgren2008,11,Norwegian Prehistoric Archaeology and Sami Studies
hansen2014,11,Norwegian Prehistoric Archaeology and Sami Studies
hedman2003,11,Norwegian Prehistoric Archaeology and Sami Studies
helstad2001,11,Norwegian Prehistoric Archaeology and Sami Studies
hildre2012,11,Norwegian Prehistoric Archaeology and Sami Studies
hole2013,11,Norwegian Prehistoric Archaeology and Sami Studies
holm1991,11,Norwegian Prehistoric Archaeology and Sami Studies
holm2016,11,Norwegian Prehistoric Archaeology and Sami Studies
holseng2004,11,Norwegian Prehistoric Archaeology and Sami Studies
indreko1956,11,Norwegian Prehistoric Archaeology and Sami Studies
